Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Elektronika,Продаётся Кофемашина,1 100 000 сум,Кувасай,Сегодня в 10:48,https://www.olx.uz/d/obyavlenie/prodaetsya-kofemashina-ID42U4O.html
Elektronika,Вентиляционный зонт пристенный 1200х700х450,3 920 000 сум,"Ташкент, Чиланзарский район",Сегодня в 10:48,https://www.olx.uz/d/obyavlenie/ventilyatsionnyy-zont-pristennyy-1200h700h450-ID40JeY.html
Elektronika,Honor 8/128 GB ideal,2 200 000 сумДоговорная,Ахангаран,Сегодня в 10:48,https://www.olx.uz/d/obyavlenie/honor-8-128-gb-ideal-ID3tsTH.html
Elektronika,Стиральные машины HOFMANN 8 кг BLDS Invertor(Steam Пар),3 878 469 сум,"Ташкент, Юнусабадский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/stiralnye-mashiny-hofmann-8-kg-blds-invertorsteam-par-ID3qfvP.html
Elektronika,Приемник синхронного перевода BLS-8206,2 840 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:50,https://www.olx.uz/d/obyavlenie/priemnik-sinhronnogo-perevoda-bls-8206-ID3UOxf.html
Elektronika,PTZ-камера AGL-1012-HU2S,7 245 000 сум,"Ташкент, Юнусабадский район",Сегодня в 10:50,https://www.olx.uz/d/obyavlenie/ptz-kamera-agl-1012-hu2s-ID2YGL1.html
Elektronika,"Кассовый аппарат Онлайн ККМ POS Терминал Online Kassa, Humo terminal",2 300 000 сум,Андижан,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/kassovyy-apparat-onlayn-kkm-pos-terminal-online-kassa-humo-terminal-ID422ec.html
Elektronika,Тепловая электрическая пушка ROLF,410 000 сум,"Ташкент, Алмазарский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/teplovaya-elektricheskaya-pushka-rolf-ID32gWQ.html
Elektronika,Российский холодильник Мир,1 800 000 сумДоговорная,Навои,11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/rossiyskiy-holodilnik-mir-ID44fB7.html
Elektronika,Дайсон Dyson long оригинал НИЗКИЕ ЦЕНЫ,5 340 843 сум,"Ташкент, Мирзо-Улугбекский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/dayson-dyson-long-original-nizkie-tseny-ID3WEWk.html
Elektronika,Кондиционер ZIFFLER склад ОПТОМ и в розницу +Доставка,3 471 548 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/konditsioner-ziffler-sklad-optom-i-v-roznitsu-dostavka-ID43bIi.html
Elektronika,Пылесос Samsung Идеал,300 000 сум,"Ташкент, Сергелийский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/pylesos-samsung-ideal-ID44zl8.html
Elektronika,Logitech R400 Указка Кликер Презентер,400 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:50,https://www.olx.uz/d/obyavlenie/logitech-r400-ukazka-kliker-prezenter-ID3nIL1.html
Elektronika,Оргинал AirPods Pro,800 000 сум,Хива,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/orginal-airpods-pro-ID3a9uE.html
Elektronika,Видеостена дисплей 2X2 3x3 4x4,18 000 000 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 10:50,https://www.olx.uz/d/obyavlenie/videostena-displey-2x2-3x3-4x4-ID2YCZM.html
Elektronika,Телевизор супер без ремонта с документами,500 000 сум,Ангрен,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/televizor-super-bez-remonta-s-dokumentami-ID3Emdp.html
Elektronika,Пылесос LG Ellipse Cyclone VC5320NNTR  Доставка бесплатно,1 589 537 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/pylesos-lg-ellipse-cyclone-vc5320nntr-dostavka-besplatno-ID3Cl8I.html
Elektronika,jmary fm-536 A  BU LAMPAMIZ SHTATIvBLN BIRGA dastavka bor,389 000 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/jmary-fm-536-a-bu-lampamiz-shtativbln-birga-dastavka-bor-ID3656Z.html
Elektronika,Мишка компютер,50 000 сум,Карши,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/mishka-kompyuter-ID3xDm0.html
Elektronika,"Кассовый аппарат Онлайн ККМ POS Терминал Online Kassa, Humo terminal",2 300 000 сум,Фергана,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/kassovyy-apparat-onlayn-kkm-pos-terminal-online-kassa-humo-terminal-ID422mX.html
Elektronika,Xolodilnik IMMER 1.80 sm,3 306 236 сум,"Ташкент, Учтепинский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/xolodilnik-immer-1-80-sm-ID40g2O.html
Elektronika,"Телевизоры MoonX от 32* до 55* Full HD/4K UHD, SmartTV  2025 NEW",1 271 629 сумДоговорная,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/televizory-moonx-ot-32-do-55-full-hd-4k-uhd-smarttv-2025-new-ID3NbTe.html
Elektronika,Холодильник Midea retro мини,1 653 118 сум,"Ташкент, Яккасарайский район",Сегодня в 10:51,https://www.olx.uz/d/obyavlenie/holodilnik-midea-retro-mini-ID41KDC.html
Elektronika,27 дюймовый портативный смарт-телевизор,7 629 775 сумДоговорная,"Ташкент, Мирабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/27-dyuymovyy-portativnyy-smart-televizor-ID44pgw.html
Elektronika,Параболическая антена,200 000 сум,Чирчик,Сегодня в 10:49,https://www.olx.uz/d/obyavlenie/parabolicheskaya-antena-ID41cRy.html
Elektronika,Смарт приставка тв,350 000 сумДоговорная,Нукус,Сегодня в 10:49,https://www.olx.uz/d/obyavlenie/smart-pristavka-tv-ID40PZ1.html
Elektronika,Продаю ноутбук в хорошем состоянии,3 000 000 сум,Нурафшан (Тойтепа),Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/prodayu-noutbuk-v-horoshem-sostoyanii-ID44zkZ.html
Elektronika,Kir yuvish mashinasi beston 6 kg invertor,2 734 003 сум,"Ташкент, Учтепинский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/kir-yuvish-mashinasi-beston-6-kg-invertor-ID42AoC.html
Elektronika,Продается цветной телевизор Panasonic,250 000 сумДоговорная,Карши,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/prodaetsya-tsvetnoy-televizor-panasonic-ID3PPub.html
Elektronika,Iphone 15pro max 256 gb,12 207 641 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/iphone-15pro-max-256-gb-ID44zkV.html
Elektronika,Рассрочка Онлайн ККМ Онлайн Кассовый аппарат Онлайн Касса,2 300 000 сум,Самарканд,Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/rassrochka-onlayn-kkm-onlayn-kassovyy-apparat-onlayn-kassa-ID3Jp8r.html
Elektronika,Кондиционер LG (12) Inverter ARTCOOL Mirror Black Premium AC12BK,8 074 846 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:47,https://www.olx.uz/d/obyavlenie/konditsioner-lg-12-inverter-artcool-mirror-black-premium-ac12bk-ID40K4k.html
Elektronika,Бурмашинка японская,300 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 10:49,https://www.olx.uz/d/obyavlenie/burmashinka-yaponskaya-ID40Ww1.html
Elektronika,Redmi 12 sotiladi aybi yo,1 900 000 сумДоговорная,Кибрай,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/redmi-12-sotiladi-aybi-yo-ID3MalZ.html
Elektronika,Стиральная машина промышленная,71 900 000 сумДоговорная,Чирчик,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/stiralnaya-mashina-promyshlennaya-ID3tCe7.html
Elektronika,Kamera. Камера.1,127 163 сум,Бухара,11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kamera-kamera-1-ID3M8mL.html
Elektronika,Igravoy Kompyuter/ Игравой Компьютер,4 437 986 сум,Ургенч,19 мая 2025 г.,https://www.olx.uz/d/obyavlenie/igravoy-kompyuter-igravoy-kompyuter-ID3NFDF.html
Elektronika,Маразилка сотилади,1 653 118 сумДоговорная,Бухара,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/marazilka-sotiladi-ID41ORl.html
Elektronika,Продаю фотоаппарат Nikon.,1 907 444 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/prodayu-fotoapparat-nikon-ID3YVgL.html
Elektronika,Dimaxot   zifler,1 589 537 сумДоговорная,"Ташкент, Учтепинский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/dimaxot-zifler-ID3cpPT.html
Elektronika,"БЕПУЛ Доставка,Оригинал Power Bank Dudao K18/K18 pro 10.000/20.000 mAh",130 000 сум,"Ташкент, Алмазарский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/bepul-dostavka-original-power-bank-dudao-k18-k18-pro-10-000-20-000-mah-ID3WiYM.html
Elektronika,Kir yuvish mashinasi ziffler 8 kg invertor supper skidka,2 543 258 сум,"Ташкент, Шайхантахурский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/kir-yuvish-mashinasi-ziffler-8-kg-invertor-supper-skidka-ID3wLlB.html
Elektronika,Фотоаппарат Samsung HZ50W,1 000 000 сум,Бухара,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/fotoapparat-samsung-hz50w-ID1xSjo.html
Elektronika,Мини холодильник Aiwa 90 литров,1 907 444 сум,"Ташкент, Чиланзарский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/mini-holodilnik-aiwa-90-litrov-ID43Hyd.html
Elektronika,Mi band 9pro idealni,600 000 сумДоговорная,Самарканд,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/mi-band-9pro-idealni-ID44zjP.html
Elektronika,Ventilyator suvli Водяной вентилятор,1 170 000 сумДоговорная,"Ташкент, Учтепинский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/ventilyator-suvli-vodyanoy-ventilyator-ID42lMg.html
Elektronika,Срочно продаётся Xbox Series X,4 600 000 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-xbox-series-x-ID43Y5d.html
Elektronika,Кондиционер Midea Alba Inverter Хит продаж 2024! Установка в ПОДАРОК!,4 895 773 сум,"Ташкент, Сергелийский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/konditsioner-midea-alba-inverter-hit-prodazh-2024-ustanovka-v-podarok-ID44j6y.html
Elektronika,Робот-пылесос Xiaomi Robot Vacuum X20 plus,5 849 495 сум,"Ташкент, Юнусабадский район",Сегодня в 10:38,https://www.olx.uz/d/obyavlenie/robot-pylesos-xiaomi-robot-vacuum-x20-plus-ID3O4ut.html
Elektronika,Сок охладитель Sharbat sovutishgichi MJ-50L  Sok Va Sharbatni Sovitib,4 959 354 сумДоговорная,Джизак,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sok-ohladitel-sharbat-sovutishgichi-mj-50l-sok-va-sharbatni-sovitib-ID419M4.html
Elektronika,Морозильная камера SINO,1 280 000 сум,Янгиюль,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/morozilnaya-kamera-sino-ID3cW1z.html
Elektronika,Корейская стиральная машина LG 6 kg ХИТ Продаж!!!,3 814 888 сум,"Ташкент, Юнусабадский район",Сегодня в 10:48,https://www.olx.uz/d/obyavlenie/koreyskaya-stiralnaya-mashina-lg-6-kg-hit-prodazh-ID3rr7S.html
Elektronika,Кофемашина DE’Longhi Magnifica EVO ECAM290.61.B,5 849 495 сум,"Ташкент, Юнусабадский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/kofemashina-delonghi-magnifica-evo-ecam290-61-b-ID3eIhn.html
Elektronika,Airpods 3Hon Kang . DUBAI,381 489 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/airpods-3hon-kang-dubai-ID3eFFZ.html
Elektronika,Рассрочка Онлайн ККМ Онлайн Кассовый аппарат Онлайн Касса,2 300 000 сум,"Ташкент, Яккасарайский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/rassrochka-onlayn-kkm-onlayn-kassovyy-apparat-onlayn-kassa-ID3TDFk.html
Elektronika,Кондиционер Ziffler модель BONN 12  Inverter,3 560 562 сум,"Ташкент, Юнусабадский район",Сегодня в 10:48,https://www.olx.uz/d/obyavlenie/konditsioner-ziffler-model-bonn-12-inverter-ID3BSHp.html
Elektronika,"Витирена холоделник +совий  .идеалный холати ,торт  ,учун ишлатганмиз.",10 808 849 сум,Гулистан,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/vitirena-holodelnik-soviy-idealnyy-holati-tort-uchun-ishlatganmiz-ID44stC.html
Elektronika,MicroSD Для Видеокамер Оригинал Lexar microSDXC 128GB Class 10,105 000 сум,"Ташкент, Яшнабадский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/microsd-dlya-videokamer-original-lexar-microsdxc-128gb-class-10-ID3ZgY5.html
Elektronika,Samovar.samavar.boyler,1 271 629 сумДоговорная,Фергана,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/samovar-samavar-boyler-ID3SOh2.html
Elektronika,Продаётся морозилка отличного качество всё работает,5 000 000 сумДоговорная,Янгиюль,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/prodaetsya-morozilka-otlichnogo-kachestvo-vse-rabotaet-ID3cUWt.html
Elektronika,Sony kalonka sotiladi,250 000 сум,Пап,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sony-kalonka-sotiladi-ID44ymj.html
Elektronika,Shkaf Xolodilnik 4 eshikli 6 eshikli,13 352 107 сумДоговорная,Бухара,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/shkaf-xolodilnik-4-eshikli-6-eshikli-ID42yOP.html
Elektronika,Original kabl 2.1.5 mitri 4200 packada 250 mitir,4 200 сум,Коканд,Сегодня в 02:39,https://www.olx.uz/d/obyavlenie/original-kabl-2-1-5-mitri-4200-packada-250-mitir-ID44qUu.html
Elektronika,Suv filtirsotiladi,15 000 000 сум,Даштобод,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/suv-filtirsotiladi-ID44zkT.html
Elektronika,Продается телевизор LED ROISON 32 в хорошем состоянии,1 265 000 сумДоговорная,Янгиюль,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/prodaetsya-televizor-led-roison-32-v-horoshem-sostoyanii-ID3qQ6n.html
Elektronika,Samsung nootbook,2 543 258 сум,Самарканд,Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/samsung-nootbook-ID3n8h0.html
Elektronika,Канальные кондиционеры Midea 60 оптом и в розницу,12 716 292 сум,"Ташкент, Чиланзарский район",Сегодня в 10:46,https://www.olx.uz/d/obyavlenie/kanalnye-konditsionery-midea-60-optom-i-v-roznitsu-ID3YlrZ.html
